date,disp_mm
2021-12-06,78.849
2021-12-07,82.28
2021-12-08,77.797
2021-12-09,79.426
2021-12-10,77.181
2021-12-11,77.162
2021-12-12,78.32
2021-12-13,78.059
2021-12-14,78.905
2021-12-15,77.894
2021-12-16,80.084
2021-12-17,81.702
2021-12-18,79.112
2021-12-19,77.954
2021-12-20,78.212
2021-12-21,80.34
2021-12-22,81.241
2021-12-23,80.684
2021-12-24,78.697
2021-12-25,81.868
2021-12-26,82.718
2021-12-27,81.433
2021-12-28,81.6
2021-12-29,81.381
2021-12-30,79.947
2021-12-31,81.393
2022-01-01,80.496
2022-01-02,79.226
2022-01-03,82.797
2022-01-04,80.401
2022-01-05,82.826
2022-01-06,82.508
2022-01-07,80.412
2022-01-08,80.79
2022-01-09,80.76
2022-01-10,83.179
2022-01-11,86.664
2022-01-12,83.816
2022-01-13,83.649
2022-01-14,85.668
2022-01-15,84.398
2022-01-16,84.234
2022-01-17,85.565
2022-01-18,84.786
2022-01-19,84.967
2022-01-20,83.303
2022-01-21,82.354
2022-01-22,82.173
2022-01-23,84.367
2022-01-24,84.907
2022-01-25,85.404
2022-01-26,85.355
2022-01-27,84.237
2022-01-28,82.41
2022-01-29,85.126
2022-01-30,84.039
2022-01-31,84.808
2022-02-01,85.318
2022-02-02,86.372
2022-02-03,83.239
2022-02-04,85.972
2022-02-05,80.623
2022-02-06,81.126
2022-02-07,83.72
2022-02-08,82.374
2022-02-09,83.455
2022-02-10,83.042
2022-02-11,82.49
2022-02-12,85.005
2022-02-13,84.776
2022-02-14,82.057
2022-02-15,84.304
2022-02-16,84.036
2022-02-17,84.121
2022-02-18,84.032
2022-02-19,85.848
2022-02-20,85.327
2022-02-21,84.614
2022-02-22,84.404
2022-02-23,81.653
2022-02-24,83.013
2022-02-25,84.955
2022-02-26,86.185
2022-02-27,83.195
2022-02-28,84.194
2022-03-01,83.038
2022-03-02,83.379
2022-03-03,82.46
2022-03-04,83.942
2022-03-05,80.926
2022-03-06,84.028
2022-03-07,84.289
2022-03-08,87.499
2022-03-09,81.943
2022-03-10,83.238
2022-03-11,82.793
2022-03-12,84.89
2022-03-13,87.275
2022-03-14,84.834
2022-03-15,84.122
2022-03-16,83.89
2022-03-17,83.452
2022-03-18,82.076
2022-03-19,82.755
2022-03-20,84.195
2022-03-21,85.286
2022-03-22,85.952
2022-03-23,83.693
2022-03-24,87.797
2022-03-25,86.039
2022-03-26,86.241
2022-03-27,85.399
2022-03-28,85.648
2022-03-29,86.272
2022-03-30,89.894
2022-03-31,88.793
2022-04-01,90.283
2022-04-02,90.163
2022-04-03,88.085
2022-04-04,87.132
2022-04-05,87.623
2022-04-06,88.983
2022-04-07,89.098
2022-04-08,89.195
2022-04-09,86.998
2022-04-10,87.117
2022-04-11,90.261
2022-04-12,87.422
2022-04-13,88.901
2022-04-14,89.81
2022-04-15,89.526
2022-04-16,86.555
2022-04-17,85.355
2022-04-18,85.035
2022-04-19,86.552
2022-04-20,85.491
2022-04-21,85.593
2022-04-22,84.639
2022-04-23,83.989
2022-04-24,84.731
2022-04-25,86.148
2022-04-26,87.703
2022-04-27,87.458
2022-04-28,86.877
2022-04-29,88.045
2022-04-30,90.051
2022-05-01,86.481
2022-05-02,86.881
2022-05-03,90.622
2022-05-04,86.607
2022-05-05,86.327
2022-05-06,87.209
2022-05-07,87.622
2022-05-08,87.212
2022-05-09,85.424
2022-05-10,86.231
2022-05-11,85.219
2022-05-12,86.962
2022-05-13,88.806
2022-05-14,91.199
2022-05-15,87.555
2022-05-16,89.321
2022-05-17,89.976
2022-05-18,85.764
2022-05-19,90.043
2022-05-20,87.496
2022-05-21,87.545
2022-05-22,87.8
2022-05-23,86.419
2022-05-24,87.573
2022-05-25,86.455
2022-05-26,88.476
2022-05-27,88.168
2022-05-28,89.085
2022-05-29,90.475
2022-05-30,87.78
2022-05-31,89.273
2022-06-01,88.655
2022-06-02,89.219
2022-06-03,86.278
2022-06-04,88.066
2022-06-05,87.091
2022-06-06,88.21
2022-06-07,87.398
2022-06-08,88.941
2022-06-09,88.452
2022-06-10,88.136
2022-06-11,86.364
2022-06-12,90.857
2022-06-13,88.97
2022-06-14,88.341
2022-06-15,90.398
2022-06-16,90.47
2022-06-17,89.463
2022-06-18,88.883
2022-06-19,88.807
2022-06-20,90.97
2022-06-21,87.647
2022-06-22,89.703
2022-06-23,87.043
2022-06-24,87.989
2022-06-25,86.99
2022-06-26,89.321
2022-06-27,87.122
2022-06-28,88.313
2022-06-29,89.174
2022-06-30,88.198
2022-07-01,91.076
2022-07-02,90.151
2022-07-03,88.898
2022-07-04,88.536
2022-07-05,90.293
2022-07-06,89.904
2022-07-07,93.18
2022-07-08,91.436
2022-07-09,89.611
2022-07-10,92.439
2022-07-11,90.426
2022-07-12,89.062
2022-07-13,90.586
2022-07-14,94.218
2022-07-15,90.461
2022-07-16,90.409
2022-07-17,92.107
2022-07-18,90.828
2022-07-19,92.652
2022-07-20,91.421
2022-07-21,92.973
2022-07-22,94.109
2022-07-23,93.565
2022-07-24,94.111
2022-07-25,91.007
2022-07-26,93.785
2022-07-27,93.505
2022-07-28,91.141
2022-07-29,92.678
2022-07-30,92.076
2022-07-31,91.852
2022-08-01,94.145
2022-08-02,95.853
2022-08-03,94.106
2022-08-04,92.373
2022-08-05,93.438
2022-08-06,94.687
2022-08-07,94.942
2022-08-08,95.342
2022-08-09,94.177
2022-08-10,94.976
2022-08-11,93.214
2022-08-12,97.688
2022-08-13,94.872
2022-08-14,93.166
2022-08-15,95.143
2022-08-16,98.073
2022-08-17,94.154
2022-08-18,95.079
2022-08-19,95.785
2022-08-20,98.021
2022-08-21,93.448
2022-08-22,95.711
2022-08-23,95.03
2022-08-24,93.767
2022-08-25,96.69
2022-08-26,98.44
2022-08-27,93.479
2022-08-28,93.713
2022-08-29,94.451
2022-08-30,90.783
2022-08-31,93.76
2022-09-01,94.658
2022-09-02,94.595
2022-09-03,94.056
2022-09-04,95.427
2022-09-05,94.653
2022-09-06,95.939
2022-09-07,94.757
2022-09-08,96.487
2022-09-09,97.018
2022-09-10,94.093
2022-09-11,97.311
2022-09-12,96.476
2022-09-13,95.97
2022-09-14,95.033
2022-09-15,95.117
2022-09-16,96.361
2022-09-17,94.536
2022-09-18,96.824
2022-09-19,98.437
2022-09-20,97.579
2022-09-21,97.578
2022-09-22,95.104
2022-09-23,91.983
2022-09-24,93.145
2022-09-25,90.503
2022-09-26,91.231
2022-09-27,92.318
2022-09-28,92.868
2022-09-29,94.161
2022-09-30,94.613
2022-10-01,93.764
2022-10-02,94.493
